年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,5880 合庫金,5871 中租-KY,9904 寶成,6505 台塑化,2303 聯電,2330 台積電,2408 南亞科,2454 聯發科,2301 光寶科,2357 華碩,2382 廣達,2395 研華,4938 和碩,2409 友達,3008 大立光,3481 群創,2412 中華電,3045 台灣大,4904 遠傳,2308 台達電,2317 鴻海,2354 鴻準,2474 可成
2018/4/18,收盤價(元),33.57,28.43,66.23,100.61,78.07,102.52,25.93,22.57,45.35,15.96,28.53,16.52,47.84,49.66,9.9,18.42,13.19,23.82,13.11,9.84,20.42,19.2,15.94,96.44,35.01,112.43,14.97,229.63,89.35,349.3,37.67,261.78,49.95,194.61,65.1,11.32,3467.63,10.9,109.58,104.48,74.41,114.52,100.47,72.87,352.37
2018/4/19,收盤價(元),34.27,29.35,68.28,100.13,78.92,103.46,26.22,22.86,46.27,16.05,29.17,16.62,48.41,50.52,10.04,18.51,13.28,24.34,13.2,9.93,20.61,19.34,16.08,97.39,35.29,112.9,15.21,235.9,93.96,347.85,37.53,264.14,51.54,196.55,65.48,11.41,3433.2,11.28,109.1,104.48,74.5,114.52,100.7,73.44,358.65
2018/4/20,收盤價(元),34.05,29.6,66.42,101.08,78.16,102.99,26.12,22.81,46.03,16.05,28.85,16.52,48.22,50.14,10.19,18.65,13.23,24.29,13.2,9.93,20.47,19.34,15.94,98.81,34.92,113.38,14.97,220.95,88.97,342.06,37.86,263.67,50.7,196.06,66.42,11.23,3364.34,10.95,108.62,104.48,74.03,113.57,99.52,72.58,335.93
2018/4/23,收盤價(元),34.18,30.13,65.39,100.13,77.22,102.05,26.17,22.76,45.83,16.05,28.85,16.57,48.03,50.14,10.47,18.46,13.23,24.38,13.29,9.93,20.28,19.43,15.94,98.33,34.54,112.9,14.92,218.54,89.26,338.2,37.3,261.31,50.79,196.55,66.33,11.01,3202.03,10.72,107.66,104.48,74.31,109.27,98.33,71.53,323.85
2018/4/24,收盤價(元),35.9,30.08,65.39,98.71,76.18,101.1,25.88,22.47,45.98,15.96,29.13,16.52,48.03,50.14,10.47,18.55,13.14,24.48,13.15,9.89,20.23,19.43,15.94,98.81,34.44,111.48,14.73,219.02,86.47,329.52,36.28,263.67,50.98,196.55,65.1,10.75,3167.6,10.48,106.23,103.53,73.93,106.41,95.49,69.52,314.67
2018/4/25,收盤價(元),35.32,29.89,64.74,97.76,76.18,101.57,26.22,22.57,45.55,16,29.45,16.57,48.13,49.85,10.38,18.55,13.28,24.57,13.15,9.89,20.33,19.43,15.94,98.81,34.44,114.33,14.88,217.09,87.15,325.18,37.07,265.56,50.89,196.06,64.63,10.79,3197.11,10.53,105.75,103.05,73.74,106.41,95.25,71.53,315.63
2018/4/26,收盤價(元),35.59,30.47,65.86,98.71,76.28,102.52,26.12,22.52,45.21,16,29.54,16.62,48.32,50.43,10.38,18.83,13.57,24.53,13.11,9.93,20.18,19.43,15.94,98.81,35.1,112.9,15.07,214.19,88.11,312.15,36.88,264.14,50.79,194.13,64.35,10.66,3241.38,10.16,106.7,103.53,73.93,104.98,95.49,70.67,315.63
2018/4/27,收盤價(元),35.41,30.91,65.39,99.18,76.09,102.52,26.22,22.57,45.35,16.05,29.72,16.62,48.6,51.09,10.42,18.87,13.66,24.57,13.25,9.93,20.28,19.39,16.08,101.17,34.63,112.9,15.07,215.64,89.35,327.59,37.02,263.2,50.7,193.65,64.73,11.15,3211.87,10.34,108.14,103.53,74.03,104.98,96.56,70.57,309.35
2018/4/30,收盤價(元),35.9,30.91,66.6,99.18,76.84,103.46,27.38,22.67,46.03,16.05,29.63,16.71,48.8,51.09,10.66,19.24,13.62,24.81,13.34,10.03,20.18,19.34,16.08,103.06,35.06,115.28,15.35,219.02,89.26,328.07,36.37,262.73,50.79,197.51,65.48,11.01,3423.37,10.34,108.14,104,74.69,103.07,98.21,70.57,319.98
2018/5/2,收盤價(元),35.9,31.2,65.58,100.13,78.07,104.41,27.57,22.81,45.5,16.05,29.45,16.75,49.08,51.09,10.47,19.1,13.95,24.81,13.39,10.03,20.09,19.39,16.27,102.59,35.53,113.85,15.59,215.16,88.01,319.39,35.77,263.67,50.32,194.13,66.89,10.97,3639.79,10.3,107.18,105.43,74.12,103.07,96.91,71.05,321.92
2018/5/3,收盤價(元),34.62,30.18,64,99.18,76.94,103.46,27.13,22.42,45.16,16,29.03,16.66,48.22,50.52,10.42,18.83,13.86,24.67,13.25,9.93,20.04,19.34,16.17,99.75,35.2,112.43,15.4,212.75,86.28,308.77,35.22,264.62,49.48,199.44,66.61,10.97,3625.03,10.3,106.7,104.48,73.64,99.25,94.9,70.48,310.8
2018/5/4,收盤價(元),34.75,30.81,65.11,99.66,77.03,102.99,26.7,22.42,44.82,15.91,28.39,16.57,47.93,50.43,10.33,18.97,13.57,24.38,13.25,9.89,19.99,19.24,16.08,100.22,34.92,111.96,15.35,215.16,88.01,314.08,35.22,260.84,49.57,197.03,65.76,11.01,3580.76,10.39,106.7,104,73.45,102.11,95.25,70.67,306.45
2018/5/7,收盤價(元),35.5,30.67,65.3,100.13,77.69,104.41,27.09,22.42,44.58,15.91,28.44,16.52,48.13,50.62,10.38,18.97,13.71,24.57,13.34,9.84,20.04,19.24,16.08,101.17,34.82,112.43,15.02,215.64,88.87,307.32,34.84,259.89,49.85,198.48,65.2,10.92,3934.9,10.3,107.18,103.53,73.07,106.89,96.67,72.58,323.37
2018/5/8,收盤價(元),35.85,31.54,64.93,100.13,78.07,104.88,27.38,22.57,44.39,16,28.67,16.57,48.51,51.09,10.47,18.97,13.66,24.76,13.34,9.89,20.28,19.29,16.08,102.12,34.96,115.28,15.21,219.98,90.22,313.6,35.68,264.62,49.57,197.99,65.95,11.37,3925.07,10.86,107.18,104.48,73.26,109.27,97.86,72.39,324.82
2018/5/9,收盤價(元),35.68,31.54,64.09,100.13,78.16,103.94,27.28,22.62,44.2,15.96,28.8,16.52,48.51,51.19,10.57,18.97,13.71,24.72,13.39,9.84,20.37,19.24,16.08,103.53,35.39,114.33,15.55,221.43,90.6,316.49,35.35,261.31,49.2,197.99,64.92,11.19,3934.9,10.81,105.27,103.05,71.45,107.84,96.91,72.96,326.75
2018/5/10,收盤價(元),36.12,32.13,65.39,100.61,78.92,104.41,27.18,22.62,44.2,16,28.76,16.57,48.8,50.9,10.52,19.06,13.66,24.67,13.34,9.89,20.37,19.29,16.08,103.06,35.15,116.7,15.31,221.43,89.83,317.94,35.63,263.67,49.67,199.44,64.63,11.19,3915.23,10.62,103.83,102.58,70.88,109.75,98.21,73.15,326.75
2018/5/11,收盤價(元),36.25,32.13,65.11,102.98,80.05,108.19,27.33,22.71,44.44,16.14,28.99,16.62,49.56,52.14,10.61,19.15,13.81,24.95,13.48,10.03,20.85,19.53,16.17,105.9,35.48,119.07,15.5,224.81,91.75,308.29,36,263.67,49.85,201.38,63.13,11.23,4008.68,10.76,104.31,101.63,71.45,108.79,100.7,73.82,334.48
2018/5/14,收盤價(元),37.92,33.05,66.97,105.35,80.52,108.19,27.23,22.67,44.1,16.14,28.94,16.66,49.56,52.53,10.61,19.42,13.86,25.05,13.48,10.07,20.99,19.62,16.27,106.37,35.48,119.07,15.74,224.81,91.47,308.77,35.63,263.67,48.91,201.38,63.6,11.28,4136.57,10.76,104.31,101.63,70.98,110.23,105.44,74.49,343.18
2018/5/15,收盤價(元),38.22,32.86,66.97,104.88,80.23,106.3,27.13,22.52,43.24,16.28,28.9,16.75,48.99,51.57,10.61,19.38,13.86,24.86,13.48,9.98,20.8,19.48,16.27,104.01,35.48,116.23,15.79,222.39,91.66,307.81,35.4,258,49.29,198.48,63.03,11.37,4023.44,10.72,103.83,101.63,71.36,109.75,101.89,71.82,334.97
2018/5/16,收盤價(元),40.33,32.86,67.44,105.35,81.36,109.13,27.18,22.67,42.76,16.33,29.31,16.66,49.94,52.43,10.8,19.33,13.86,25,13.57,10.03,20.94,19.58,16.36,104.01,35.39,117.17,15.64,222.39,98.38,307.81,35.63,261.78,49.38,202.34,62.75,11.41,3984.09,10.76,103.35,102.1,71.55,110.23,100.23,70.86,333.52
2018/5/17,收盤價(元),40.11,33.2,65.77,105.83,82.12,111.02,27.13,22.52,43.1,16.28,29.31,16.66,50.23,52.43,10.76,19.38,13.86,25,13.57,9.98,20.94,19.58,16.31,102.12,34.92,119.07,15.4,218.54,97.42,299.12,35.4,261.31,49.67,199.44,63.31,11.41,3856.21,10.76,103.83,102.1,71.55,108.32,99.75,70.67,329.65
2018/5/18,收盤價(元),40.03,34.12,66.42,106.3,82.21,111.02,27.62,22.57,43.1,16.33,30,16.57,50.61,51.95,10.94,19.38,13.81,25.24,13.66,10.07,20.99,19.72,16.41,100.22,34.25,117.65,15.4,215.64,94.92,302.02,35.35,262.73,49.38,198.96,61.24,11.32,3944.74,10.67,105.27,103.05,72.69,108.79,99.4,70.1,330.62
2018/5/21,收盤價(元),40.42,34.32,66.7,106.77,82.02,111.5,27.91,22.57,43.82,16.52,30.51,16.66,50.9,52.53,11.04,19.47,13.95,25.52,13.75,10.17,21.04,19.72,16.45,101.17,34.63,119.07,15.4,220.95,95.02,302.98,35.73,263.67,49.67,201.86,61.24,11.32,3974.25,10.76,105.27,103.05,73.07,112.13,100.7,70.77,344.15
2018/5/22,收盤價(元),40.07,33.39,66.79,103.93,81.65,110.08,27.86,22.47,44.78,16.61,30.23,16.57,51.38,52.24,10.9,19.47,13.9,25.33,13.71,10.17,21.04,19.62,16.5,101.64,34.3,118.6,15.55,220.95,93.29,309.25,35.63,259.89,51.64,201.38,61.24,11.37,3915.23,10.81,104.79,103.05,73.17,109.27,99.52,70.67,343.18
2018/5/23,收盤價(元),38.75,32.76,66.97,104.4,81.65,110.08,28.15,22.38,44.78,16.66,30.28,16.52,51,51.57,10.8,19.38,13.76,25.42,13.66,10.12,21.04,19.53,16.5,102.59,34.35,115.75,15.55,220.46,95.3,308.77,35.45,261.31,49.76,200.41,61.24,11.37,3856.21,10.81,104.79,103.05,73.93,107.36,99.04,70,331.1
2018/5/24,收盤價(元),39.32,32.96,67.07,105.35,82.31,110.55,28.19,22.42,44.3,16.66,30.46,16.52,51.19,51.76,10.9,19.42,13.71,25.57,13.71,10.21,21.04,19.67,16.59,102.12,34.44,116.23,15.55,220.95,97.9,310.7,35.96,262.25,50.23,200.89,61.24,11.32,3934.9,10.76,104.79,103.53,73.84,107.36,99.64,71.43,331.1
2018/5/25,收盤價(元),38.58,32.66,67.35,102.98,80.99,108.66,27.71,22.52,44.06,16.66,30.23,16.52,50.8,51.48,10.94,19.38,13.66,25.38,13.66,10.31,21.08,19.77,16.64,103.06,34.25,116.23,15.59,220.46,96.46,312.63,36,259.42,50.13,200.89,62.28,11.28,3929.99,10.67,105.27,104,74.98,109.75,102.48,71.72,335.93
2018/5/28,收盤價(元),38.62,32.61,68.18,104.4,81.27,110.55,27.66,22.57,43.82,16.71,30.37,16.62,51,51.67,10.9,19.47,13.62,25.66,13.66,10.31,21.08,19.86,16.78,102.59,34.49,114.8,15.74,219.02,95.3,307.32,36.33,262.25,50.32,201.86,62.18,11.32,4018.52,10.72,106.23,104.48,74.6,108.32,105.2,72.29,333.52
2018/5/29,收盤價(元),38.14,31.98,68.37,104.4,80.99,111.02,27.76,22.57,43.77,16.71,30.37,16.66,50.52,51.67,10.76,19.52,13.52,25.42,13.62,10.26,21.04,19.86,16.78,101.17,34.4,114.33,15.79,217.09,94.92,303.95,36.14,262.25,50.6,201.86,62.18,11.41,4185.75,10.76,104.79,104.48,73.45,109.27,103.78,72.01,333.52
2018/5/30,收盤價(元),38.44,31.93,66.88,102.98,80.14,110.08,27.04,22.38,43.19,16.52,29.45,16.43,48.99,50.52,10.52,19.24,13.19,24.9,13.43,10.03,20.51,19.48,16.59,99.28,34.07,111.96,15.74,213.23,92.62,299.12,35.68,257.53,50.13,195.58,61.24,11.37,4131.65,10.58,103.83,104,72.41,106.89,103.55,70.86,334.48
2018/5/31,收盤價(元),38.31,32.18,68,102.03,78.82,108.66,27.52,22.76,43.82,16.47,28.94,16.66,49.85,51.19,10.66,19.15,13.52,24.81,13.62,10.4,20.51,19.29,16.45,101.17,34.63,115.28,15.98,216.12,95.59,300.57,36.23,256.58,49.76,196.06,59.64,11.68,4033.28,10.81,104.31,104.48,72.79,105.93,101.53,70.48,336.9
2018/6/1,收盤價(元),38.44,32.37,68.84,103.93,80.14,108.66,27.91,22.91,43.48,16.57,29.49,16.57,49.56,51.09,10.76,19.33,13.43,25.24,13.66,10.4,20.61,19.67,16.64,103.06,34.44,115.75,15.79,216.12,93.58,307.81,36.19,262.25,51.73,197.51,61.15,11.77,4175.92,10.95,105.27,104.95,73.64,109.27,102.6,71.34,344.15
2018/6/4,收盤價(元),40.11,33.73,69.86,104.88,81.36,110.55,28.29,23.34,43.86,16.71,29.95,16.57,50.52,51.57,10.8,19.47,13.52,25.61,13.75,10.45,20.85,19.77,16.73,103.06,34.44,117.17,15.83,220.95,96.46,317.94,36.19,264.62,53.98,198.48,62.75,11.86,4343.15,11,105.27,104.95,73.26,109.27,104.02,72.1,351.4
2018/6/5,收盤價(元),39.72,33.39,69.77,103.93,81.46,109.13,28.44,23.44,44.44,16.8,30.23,16.71,50.71,51.86,10.85,19.7,13.66,25.85,13.85,10.59,21.08,19.81,16.83,104.01,34.4,115.28,15.83,220.95,96.94,313.6,36.42,263.2,53.51,200.89,63.41,11.63,4377.58,10.9,105.27,104.48,73.17,106.89,104.38,72.29,353.33
2018/6/6,收盤價(元),39.37,33.2,70.6,103.93,81.36,109.13,28.87,23.39,44.78,16.89,30.18,16.71,51,52.43,10.85,19.97,13.86,25.9,13.85,10.59,21.32,19.91,16.87,104.01,35.29,117.65,15.74,221.91,95.98,319.39,36.98,264.62,53.7,199.93,64.54,11.77,4549.73,11,105.75,104,73.17,107.84,105.56,73.54,352.37
2018/6/7,收盤價(元),39.32,33.39,70.23,104.4,81.83,110.08,28.72,23.53,45.31,16.99,30.09,16.85,51.67,52.53,10.94,20.07,13.9,25.85,13.89,10.73,21.37,20,16.97,105.9,35.53,118.12,15.93,221.91,96.94,319.39,37.63,264.62,53.51,199.93,63.88,11.86,4569.41,11.46,105.27,104.95,74.41,108.32,108.05,74.49,345.6
2018/6/8,收盤價(元),39.54,32.96,69.77,102.98,80.52,109.61,28.58,23.53,45.11,16.94,30.09,16.8,51.47,52.53,10.9,20.02,14,25.61,13.8,10.73,21.23,19.96,16.97,104.95,35.53,117.65,15.74,219.02,95.78,318.42,37.07,266.03,52.76,202.34,63.97,11.81,4471.03,11.23,105.27,104.95,73.93,108.32,104.61,73.73,334.48
2018/6/11,收盤價(元),39.19,32.76,68.84,103.45,80.05,109.61,27.95,23.24,45.11,16.85,29.82,16.8,51.38,52.91,10.9,20.07,13.95,25.47,13.71,10.68,21.23,20,16.87,106.37,35.53,117.17,16.12,218.05,96.46,320.83,37.02,265.09,51.92,201.38,63.88,11.81,4475.95,11.28,104.79,104.48,73.74,111.18,103.55,73.82,335.93
2018/6/12,收盤價(元),39.1,32.71,69.3,102.03,80.33,109.61,28.05,23.29,45.98,16.89,29.63,16.8,51.19,52.62,10.76,20.11,13.95,25.28,13.62,10.64,20.99,19.81,16.87,104.01,35.1,116.7,16.17,220.95,93.67,312.63,37.25,265.09,51.54,199.93,63.41,11.86,4367.74,11.37,104.79,104.95,73.36,109.75,103.9,73.25,333.03
2018/6/13,收盤價(元),39.94,32.76,68.56,102.03,80.89,109.13,28.1,23.2,45.64,16.8,29.86,16.8,51.67,53,10.71,19.93,13.9,25.28,13.62,10.64,21.23,19.81,16.83,103.06,35.1,114.8,17.75,223.84,90.22,309.25,36.88,265.56,51.82,199.93,62.84,11.81,4653.02,11.37,105.27,105.43,74.31,111.66,104.02,73.44,335.45
2018/6/14,收盤價(元),39.45,32.52,67.44,101.08,79.29,107.24,27.52,22.86,44.87,16.66,29.36,16.57,50.61,52.05,10.57,19.61,13.43,25.14,13.34,10.54,20.8,19.62,16.69,100.7,34.87,113.38,17.37,218.54,89.26,303.95,36.37,265.56,51.17,198.96,62.65,11.81,4544.81,11.14,104.31,104.48,73.26,108.79,101.3,72.01,332.55
2018/6/15,收盤價(元),39.76,32.57,69.02,100.61,79.67,106.3,28.53,22.81,44.44,16.71,29.82,16.62,51.38,52.81,10.61,19.7,13.57,25.28,13.43,10.5,21.04,19.62,16.59,101.64,34.35,114.8,17.9,222.88,88.59,303.95,35.73,264.14,50.6,199.44,62.37,11.99,4515.3,11.18,104.79,104,72.6,108.32,100.7,71.72,340.77
2018/6/19,收盤價(元),38.53,31.79,69.11,100.13,77.97,104.88,27.47,22.57,43.34,16.57,29.26,16.38,50.71,52.53,10.47,19.42,13.23,24.9,13.29,10.4,20.51,19.34,16.45,98.81,34.11,112.43,17.47,217.09,86.95,301.05,35.35,262.73,50.23,196.55,61.52,11.68,4279.21,10.81,104.31,104,71.93,105.45,98.33,71.34,338.35
2018/6/20,收盤價(元),39.32,32.23,70.6,102.03,79.48,108.19,27.95,22.96,43.77,16.61,29.59,16.43,51.38,53,10.52,19.42,13.33,25.14,13.39,10.45,20.75,19.43,16.5,97.39,33.45,114.8,17.32,218.05,86.76,299.12,35.31,263.67,50.7,197.51,63.13,11.99,4333.31,11,105.27,104.48,73.93,105.93,98.33,70.86,334
2018/6/21,收盤價(元),39.32,32.37,71.63,102.98,79.29,109.13,27.76,22.81,43.43,16.57,29.4,16.38,51.57,53.39,10.52,19.29,13.33,25.14,13.39,10.45,20.61,19.43,16.55,98.81,33.78,113.38,16.94,218.54,88.78,301.05,35.22,263.2,50.7,196.55,62.18,11.77,4421.85,10.58,104.79,105.43,74.03,105.45,97.98,70.67,331.1
2018/6/22,收盤價(元),39.19,32.81,71.35,103.93,79.67,111.02,27.81,22.86,43.34,16.61,29.26,16.34,51.38,53.48,10.47,19.15,13.43,25.14,13.29,10.4,20.75,19.58,16.55,99.28,33.36,113.85,17.08,219.5,88.78,299.61,35.17,259.42,51.17,195.1,61.24,11.5,4298.88,10.44,105.27,105.43,74.03,105.45,97.5,70,322.88
2018/6/25,收盤價(元),39.28,31.88,71.35,104.4,80.05,111.5,28.39,22.57,43.24,16.61,29.45,16.38,50.9,53.1,10.71,19.38,13.28,25.09,13.34,10.45,20.66,19.39,16.55,97.39,33.17,113.38,17.08,218,83.02,299.12,34.71,258.95,50.42,193.65,60.11,11.41,4367.74,10.48,104.79,104.95,74.41,104.98,96.56,69.52,319.98
2018/6/26,收盤價(元),38.4,32.32,71.44,104.4,80.42,111.5,27.76,22.57,42.85,16.47,29.26,16.34,50.9,53,10.76,19.33,13.19,25.19,13.29,10.4,20.66,19.29,16.5,95.5,32.93,115.28,16.89,214.5,81.96,286.1,34.29,260.84,49.95,192.68,58.51,11.28,4451.36,10.34,104.79,104.95,74.5,103.07,95.96,69.24,326.27
2018/6/27,收盤價(元),37.78,32.42,72.09,104.4,80.52,111.5,27.76,22.42,42.85,16.42,29.59,16.29,50.5,52.8,10.57,19.24,13.14,25.19,13.29,10.31,20.8,19.29,16.45,95.5,32.6,114.8,16.89,213,83.69,286.1,34.29,261.31,49.76,191.72,58.41,11.32,4289.05,10.3,104.79,104.95,74.88,102.59,95.85,69.24,321.43
2018/6/28,收盤價(元),37.26,32.13,69.77,103.45,79.57,111.02,27.47,22.42,42.9,16.42,29.31,16.29,50.5,53,10.52,19.15,13.19,24.86,13.25,10.12,20.66,19.29,16.45,93.61,32.56,114.8,16.27,212,83,286.58,34.24,260.84,49.57,188.82,57.38,11.19,4289.05,10.11,105.27,105.43,75.07,102.11,95.37,69.05,322.88
2018/6/29,收盤價(元),37.21,32.61,72,106.77,82.12,114.8,27.86,22.86,44.06,16.61,29.54,16.52,51.1,53.8,10.57,19.47,13.33,25.42,13.29,10.31,20.85,19.53,16.64,94.55,33.41,116.23,16.27,216.5,83.2,289.47,34.2,263.2,50.23,194.13,59.07,11.46,4416.93,10.2,105.27,104.95,75.07,104.5,98.57,71.24,329.65
2018/7/2,收盤價(元),36.77,33.1,71.53,106.77,82.21,116.69,27.86,22.42,43.48,16.52,29.26,16.38,50.3,53.2,10.71,19.29,13.28,25.05,13.29,10.26,20.61,19.24,16.45,91.9,33.17,114.8,17.47,214,81,294.3,34.1,258,49.76,192.2,59.07,11.46,4485.79,10.2,104.79,104.48,73.64,104.5,95.96,69.91,324.33
2018/7/3,收盤價(元),37.57,33.59,71.25,107.25,82.87,117.17,28.48,22.42,42.95,16.42,28.94,16.29,50,52.1,10.76,19.2,12.99,24.95,13.15,10.17,20.56,19.15,16.41,90.01,32.93,116.7,17.23,214.5,81.8,293.82,33.83,260,49.2,187.85,59.36,11.37,4456.28,10.11,106.23,104.95,74.6,104,95.61,69.71,322.88
2018/7/4,收盤價(元),36.91,33.73,71.72,108.2,82.87,120,29.69,22.67,43.77,16.42,29.17,16.38,50,51.9,10.8,19.15,13.1,25.05,13.2,10.26,20.7,19.24,16.45,90.96,33.45,115.5,17.23,216,80.9,287.54,33.83,260.5,48.73,188.34,59.73,11.37,4377.58,10.16,106.7,105.43,75.17,101.5,96.67,69.91,330.62
2018/7/5,收盤價(元),36.95,32.81,71.63,107.72,82.87,116.5,29.78,22.62,43.58,16.38,29.08,16.38,49.8,51.4,10.76,19.15,13,25.05,13.15,10.17,20.61,19.15,16.41,89.92,33.5,119,17.23,214.5,78.1,271.62,33.55,261,48.91,186.4,59.45,11.37,4466.12,10.2,107.18,104.95,75.17,98.9,96.2,69.43,330.62
2018/7/6,收盤價(元),36.55,33.3,72.56,103.93,82.02,113,30.36,22.67,42.85,16.38,29.08,16.34,49.45,51,10.76,19.2,13.05,25,13.06,10.17,20.42,19.2,16.41,89.63,33.05,116,16.89,217,79.3,275,33.18,258,48.54,186.4,58.79,11.54,4530.06,10.39,107.18,105.43,75.17,99.2,95.37,69.33,324.82
2018/7/9,收盤價(元),37.57,34.32,73.3,105.35,82.4,115.5,31.18,22.76,43.34,16.42,29.13,16.38,50.1,51.7,10.8,19.29,13.15,25.09,13.2,10.36,20.5,19.29,16.45,92.28,33.65,117.5,16.94,221.5,81,272.5,33.45,261.5,49.01,190,59.26,11.99,4839.93,11,107.18,105.9,75.36,102,95.73,69.62,328.68
2018/7/10,收盤價(元),38,35.15,74.14,106.3,82.7,114.5,30.89,22.81,43.38,16.47,29.49,16.48,50.5,51.8,10.8,19.38,13.25,25.24,13.34,10.45,20.4,19.43,16.5,94.46,33.9,118,17,222,83.9,280,34.1,262.5,49.38,193,60.11,11.9,4761.23,10.95,107.66,106,75.55,102.5,95.37,70.29,331.58
2018/7/11,收盤價(元),37.04,34.61,74.51,106,83.9,114,30.75,22.86,43.48,16.38,29.4,16.38,50.3,51.2,10.85,19.47,13.2,25.09,13.29,10.36,20.45,19.34,16.5,92.75,33.45,119,16.9,220,83.6,276,34.1,254,49.01,192,58.98,11.9,4721.88,11.1,107.18,106,75.3,102.5,96.67,70.48,325.3
2018/7/12,收盤價(元),37.52,34.76,73.95,106,84.7,114,30.85,22.96,44.2,16.52,29.45,16.52,50.7,52.1,11,19.84,13.35,25.38,13.39,10.45,20.55,19.53,16.59,93.7,34.15,118.5,17.45,220.5,86,283,34.06,257.5,48.73,195,59.45,12,4849.77,11.1,106.7,105,74,101.5,96.2,70.67,334.97
2018/7/13,收盤價(元),38.22,35.05,73.77,110,85,115.5,30.94,23.05,44.4,16.57,29.49,16.57,51,52.2,11,19.97,13.35,25.52,13.48,10.5,20.7,19.58,16.64,95.5,33.8,121,17.4,224.5,88.8,285,34.8,257.5,49.2,195,60.3,12.05,4957.98,11.15,106.7,105,72.9,105,98.21,71.82,346.08
2018/7/16,收盤價(元),37.35,34.61,73.49,108.5,84.5,114.5,30.56,23.05,44.4,16.47,29.4,16.48,50.7,52,10.95,19.88,13.4,25.33,13.34,10.4,20.65,19.53,16.69,93.98,33.6,119,17.25,223.5,86,282.5,34.94,257.5,49.38,195,61.52,12,4957.98,11.05,106.7,105.5,72.9,104,98.1,72.1,351.88
2018/7/17,收盤價(元),37.04,34.66,73.86,107,84.1,112.5,30.85,23.15,45.3,16.57,29.45,16.57,50.8,52.2,11,19.88,13.4,25.47,13.43,10.4,20.5,19.53,16.73,94.55,33.35,118.5,17.25,221.5,88.1,285.5,35.35,257,49.95,197,62.84,12,4913.71,11.2,107.18,105.5,73.5,102,98.21,72.2,348.02
2018/7/18,收盤價(元),37.13,35.83,76.65,108.5,85.6,113.5,32.05,23.24,45.65,16.61,29.36,16.57,50.8,52.7,11.05,19.88,13.5,25.52,13.52,10.4,20.6,19.67,16.87,94.55,34.25,120.5,17.4,223,84,281,35.68,263.5,50.7,202,63.31,12.2,4938.3,11.25,107.18,105.5,73.9,105,99.64,74.01,354.3
2018/7/19,收盤價(元),37.57,36.75,76.37,107.5,83.9,113,31.8,23.34,45.1,16.61,29.26,16.62,50.8,52.4,10.95,19.97,13.4,25.38,13.48,10.4,20.4,19.53,16.83,94.55,34.3,120,17.6,224.5,80.2,284,35.73,259.5,51.26,199,63.41,12.4,4972.73,11.25,106.7,105,73.3,103,100.94,74.87,361.55
2018/7/20,收盤價(元),37.17,37,75.16,107.5,84,113,32.2,23.39,45.2,16.61,29.22,16.66,51,52.3,10.95,20.07,13.5,25.42,13.57,10.45,20.5,19.62,16.83,94.27,33.9,120.5,17.85,237.5,80.5,280,35.96,260.5,50.89,198,64.44,12.45,5184.24,11.4,106.7,105,73.1,103.5,101.06,74.78,354.3
2018/7/23,收盤價(元),37.48,37,74.51,108.5,83.7,114,32.2,23.39,45.2,16.71,28.9,16.71,51,52.3,11,20.34,13.5,25.47,13.57,10.5,20.45,19.67,16.83,94.08,33.95,121,18.25,241,78.5,271.5,35.73,261.5,51.17,201,65.29,12.4,5090.78,11.5,106.5,105.5,73.1,104,101.3,75.25,353.82
2018/7/24,收盤價(元),39.98,38.65,74.97,109.5,84.4,116,32.65,23.87,45.8,16.8,29.26,16.71,50.3,52.1,11.05,20.48,13.65,25.61,13.71,10.5,20.5,19.77,16.87,96.92,34.3,120.5,18.2,241,78.7,255,35.91,263.5,51.26,202.5,65.1,12.3,5115.38,11.4,105.5,106,73.2,104.5,100.94,76.4,365.42
2018/7/25,收盤價(元),39.63,38.5,74.23,108.5,83.6,115.5,32.2,23.92,45.75,16.75,29.4,16.66,50.2,52.1,11.2,20.57,13.65,25.71,13.66,10.5,20.5,19.72,16.92,98.33,34.75,119.5,18.2,240.5,80.7,262.5,36.23,261,51.82,203,64.73,12.45,5139.97,11.4,105,105.5,72.5,103.5,100.33,75.8,365.42
2018/7/26,收盤價(元),40.5,40.65,75.07,111,84.1,118,32.85,24.65,45.65,16.89,29.68,16.75,50.3,52.1,11.2,21.1,13.75,25.85,13.75,10.73,20.55,19.81,17.06,99.28,34.75,120,17.5,241,81,263,36.84,261,52.11,202.5,63.97,12.35,5115.38,11.3,105.5,105.5,73.1,104.5,101.3,76.3,360.1
2018/7/27,收盤價(元),40.3,39.53,75.07,110.5,84.1,118.5,32.25,24.65,46.85,16.89,29.63,16.75,50.2,52.4,11.15,20.95,13.7,25.76,13.8,10.68,20.65,19.91,17.2,98.81,34.95,120,17.3,244.5,81.9,267.5,36.84,261,52.2,202.5,65.2,12.7,5174.4,11.35,105.5,105.5,72.7,108,100.94,75.6,363.97
